id,equ_str,equ_prefix,sol_str,sol_prefix
27423,x*y' - 2*y - 50 = 0,add add -50 mul -2 y mul x y',c*x^2 - 5*x^2 - 25,add add -25 mul -5 pow x 2 mul c pow x 2
27424,3*x*ln(3) - y*ln(3) + y' - 3 = 0,add add add -3 mul mul -1 y log 3 mul mul 3 x log 3 y',3*3^(c + x)/2 + 3*x,add mul 3 x mul div 3 2 pow 3 add c x
27425,4*x + cos(1)*y' + 1 = 0,add add 1 mul 4 x mul y' cos 1,(c - x*(2*x + 1))/cos(1),mul pow cos 1 -1 add c mul mul -1 x add 1 mul 2 x
27426,x*y' - y - ln(5) + 2 = 0,add sub sub 2 y log 5 mul x y',c*x + x - ln(5) + 2,add sub add 2 x log 5 mul c x
27427,-y*ln(5) + y' + 2*ln(5) = 0,add add mul 2 log 5 mul mul -1 y log 5 y',5^x*c + 2,add 2 mul c pow 5 x
27428,x*y' - y - 7 = 0,add sub -7 y mul x y',c*x - 6*x/5 - 7,add add -7 mul div -6 5 x mul c x
27429,e^(3)*y' - 3 = 0,add -3 mul y' exp 3,3*(c + x)*e^(-3),mul mul 3 add c x exp -3
27430,2*x^2*y^2 + 5*x*y' - 4*y^2 + 5*y = 0,add add add mul -4 pow y 2 mul 5 y mul mul 2 pow x 2 pow y 2 mul mul 5 x y',5/(x*(c + 2*x) + 2*x + 4),div 5 add add 4 mul 2 x mul x add c mul 2 x
27431,4*x*y' - sin(ln(x)/4) = 0,add mul -1 sin mul div 1 4 log x mul mul 4 x y',c - cos(ln(x)/4),sub c cos mul div 1 4 log x
27432,-y^2 + y' = 0,add mul -1 pow y 2 y',4/(c - 4*x),div 4 add c mul -4 x
27433,-3*x^2 + x^x*(ln(x) + 1) + y' + 1 = 0,add add add 1 mul -3 pow x 2 mul pow x x add 1 log x y',c + x^3 - x - x^x,sub sub add c pow x 3 x pow x x
27434,x*y' + y - 1 + sin(5) = 0,add add add -1 mul x y' y sin 5,c/x - sin(5) + 1,add sub 1 sin 5 div c x
27435,3*2^(x^3)*x^3*ln(2) - 2^(x^3) - x*y' + y = 0,add add add mul -1 pow 2 pow x 3 mul mul -1 x y' mul mul mul 3 pow 2 pow x 3 pow x 3 log 2 y,2^(x^3) + c*x,add pow 2 pow x 3 mul c x
27436,-sin(x) + y' - 2 = 0,add sub -2 sin x y',c + 2*x - cos(x),add sub c cos x mul 2 x
27437,x^x*(ln(x) + 1) + 2*y*y' + 1 = 0,add add 1 mul pow x x add 1 log x mul mul 2 y' y,sqrt(c - x - x^x),sqrt sub sub c x pow x x
27438,14*x^x*(ln(x) + 1) + y' = 0,add mul mul 14 pow x x add 1 log x y',c - 14*x^x,add c mul -14 pow x x
27439,2*x*y*y' - y^2 - 8 = 0,add sub -8 pow y 2 mul mul mul 2 x y' y,sqrt(c*x + x - 8),sqrt add add -8 x mul c x
27440,5*x*y' - 84*y = 0,add mul -84 y mul mul 5 x y',(c*x)^(84/5),pow mul c x div 84 5
27441,x*ln(6) - y*ln(6) + y' - 1 = 0,add add add -1 mul x log 6 mul mul -1 y log 6 y',6^(c + x) + x,add x pow 6 add c x
27442,x^2*y' - 15 = 0,add -15 mul pow x 2 y',(c*x + x - 15)/x,mul pow x -1 add add -15 x mul c x
27443,20*x^4 + y' - 1 = 0,add add -1 mul 20 pow x 4 y',c - 4*x^5 + x,add add c x mul -4 pow x 5
27444,-2*y*ln(2) + 5*y' = 0,add mul 5 y' mul mul -2 y log 2,4^(c + x/5),pow 4 add c mul div 1 5 x
27445,x*ln(x)*y' + x*y' + y = 0,add add mul x y' mul mul x y' log x y,c/(ln(x) + 1),div c add 1 log x
27446,3*x^2*y' - 8 = 0,add -8 mul mul 3 pow x 2 y',(c*x - 2*x/3 - 8/3)/x,mul pow x -1 add add div -8 3 mul div -2 3 x mul c x
27447,11*y' - 3 = 0,add -3 mul 11 y',c + 3*x/11,add c mul div 3 11 x
27448,18*3^x*x^2*ln(3) - x*y' + y - 2 = 0,add add add -2 mul mul -1 x y' mul mul mul 18 pow 3 x pow x 2 log 3 y,c*x - 2*x*(5 - 3^(x + 2)) + 2,add add 2 mul c x mul mul -2 x sub 5 pow 3 add 2 x
27449,3*x^7 + x*y' - y = 0,add add mul -1 y mul 3 pow x 7 mul x y',-x*(c + x^6)/2,mul mul div -1 2 x add c pow x 6
27450,x*ln(1 - y/x) + x*y' - x*ln(3) - y*ln(1 - y/x) - y + y*ln(3) = 0,add add add add add mul -1 y mul x y' mul x log add 1 mul div -1 x y mul y log 3 mul mul -1 x log 3 mul mul -1 y log add 1 mul div -1 x y,-3*3^(c*x)*x + x,add x mul mul -3 x pow 3 mul c x
27451,5*x^3*y' - 2*cos(3)^2 = 0,add mul -2 pow cos 3 2 mul mul 5 pow x 3 y',c - cos(3)^2/(5*x^2),add c mul mul div -1 5 pow x -2 pow cos 3 2
27452,x*y' + 12*y - 5*y' = 0,add add mul -5 y' mul 12 y mul x y',c/(x - 5)^12,mul c pow add -5 x -12
27453,x*y' + y - 4*y' = 0,add add mul -4 y' mul x y' y,c/(x/9 - 4/9),div c add div -4 9 mul div 1 9 x
27454,10*x + 2*y + y' - 25 = 0,add add add -25 mul 2 y mul 10 x y',-5*x + 5*e^(c - 2*x) + 15,add add 15 mul -5 x mul 5 exp add c mul -2 x
27455,3*x^2 + 3*x*y' - 3*y + 13 = 0,add add add 13 mul -3 y mul 3 pow x 2 mul mul 3 x y',c*x - x^2 + 13/3,add sub div 13 3 pow x 2 mul c x
27456,5^e^(-3)*y' - 1 = 0,add -1 mul pow 5 exp -3 y',c + x/5^e^(-3),add c mul x pow 5 mul -1 exp -3
27457,3*x*y' - 3*y - 7 = 0,add add -7 mul -3 y mul mul 3 x y',c*x - x - 7/3,add sub div -7 3 x mul c x
27458,x*y' - y*ln(y/x) - y = 0,add add mul -1 y mul x y' mul mul -1 y log mul pow x -1 y,5^(c*x)*x,mul x pow 5 mul c x
27459,8*x*y' + 8*y - 43 = 0,add add -43 mul 8 y mul mul 8 x y',35/8 - (c - x)/x,add div 35 8 mul div -1 x sub c x
27460,x*y' + 3*x - 4*y + 60 = 0,add add add 60 mul -4 y mul 3 x mul x y',c*x^4 + x + 15,add add 15 x mul c pow x 4
27461,-x*e^(x) + x*y' - y + e^(x) + 7 = 0,add add add sub 7 y mul x y' mul mul -1 x exp x exp x,c*x + e^(x) + 7,add add 7 mul c x exp x
27462,2*x^2*y' - sin(1/2 + 1/(2*x)) = 0,add mul -1 sin add div 1 2 div div 1 2 x mul mul 2 pow x 2 y',c + cos((x + 1)/(2*x)),add c cos mul div div 1 2 x add 1 x
27463,-2*x*sin(x) + 5*x*y' - 5*y - 2*cos(x) + 5 = 0,add add add add 5 mul -5 y mul -2 cos x mul mul -2 x sin x mul mul 5 x y',c*x - 2*cos(x)/5 + 1,add add 1 mul div -2 5 cos x mul c x
27464,5*y*ln(3) + y' = 0,add mul mul 5 y log 3 y',3^(c - 5*x),pow 3 add c mul -5 x
27465,(3*x)^x*(ln(3*x) + 1)*y + (3*x)^x*y' + 2*y' = 0,add add mul 2 y' mul pow mul 3 x x y' mul mul pow mul 3 x x add 1 log mul 3 x y,c/((3*x)^x + 2),div c add 2 pow mul 3 x x
27466,-y^2 + 6*y' = 0,add mul -1 pow y 2 mul 6 y',-3/(c + x/2),div -3 add c mul div 1 2 x
27467,x*y' - 1 = 0,add -1 mul x y',ln(c*x + x) - 5,add -5 log add x mul c x
27468,3*x^2 - x*y' + y - 5 = 0,add add add -5 mul 3 pow x 2 mul mul -1 x y' y,c*x + x*(3*x - 4) + x + 5,add add add 5 x mul c x mul x add -4 mul 3 x
27469,4*x^5 - x^2 - x*y' + y + 2 = 0,add add add sub 2 pow x 2 mul 4 pow x 5 mul mul -1 x y' y,x^5 + x*(c - x) - 2,add add -2 pow x 5 mul x sub c x
27470,3 + e^(2)*e^(-2*y)*y' = 0,add 3 mul mul y' exp 2 exp mul -2 y,1 - ln(c + 6*x)/2,add 1 mul div -1 2 log add c mul 6 x
27471,x^2*ln(x^2 - x + y + 8) - 2*x^2 - x*ln(x^2 - x + y + 8) - x*y' + x + y*ln(x^2 - x + y + 8) + 8*ln(x^2 - x + y + 8) = 0,add add add add add add x mul -2 pow x 2 mul 8 log add sub add 8 pow x 2 x y mul pow x 2 log add sub add 8 pow x 2 x y mul y log add sub add 8 pow x 2 x y mul mul -1 x y' mul mul -1 x log add sub add 8 pow x 2 x y,-x^2 + x + e^(c*x) - 8,add sub add -8 x pow x 2 exp mul c x
27472,4*x + y' + 4 = 0,add add 4 mul 4 x y',c - x*(2*x + 4),add c mul mul -1 x add 4 mul 2 x
27473,x*cos(x) + x*y' - y - sin(x) + 1 = 0,add add sub sub 1 y sin x mul x y' mul x cos x,c*x + x - sin(x) + 1,add sub add 1 x sin x mul c x
27474,4*x^3 + 3*x^2 + 5*y' = 0,add add mul 3 pow x 2 mul 4 pow x 3 mul 5 y',c - x^2*(x^2/5 + x/5),add c mul mul -1 pow x 2 add mul div 1 5 x mul div 1 5 pow x 2
27475,-2*x*ln(2*x + 3*y) + 3*x*y' - 4*x*ln(3) + 2*x - 3*y*ln(2*x + 3*y) - 6*y*ln(3) = 0,add add add add add mul 2 x mul mul -6 y log 3 mul mul -4 x log 3 mul mul -3 y log add mul 2 x mul 3 y mul mul -2 x log add mul 2 x mul 3 y mul mul 3 x y',3^(c*x - 3) - 2*x/3,add pow 3 add -3 mul c x mul div -2 3 x
27476,18*x^5 - y' + 3 = 0,add sub 3 y' mul 18 pow x 5,3*x*(x^5 + (c + x)/x),mul mul 3 x add pow x 5 mul pow x -1 add c x
27477,3*2^(x^(-3))*ln(2) + x^4*y' = 0,add mul pow x 4 y' mul mul 3 pow 2 pow x -3 log 2,2^(x^(-3)) + c,add c pow 2 pow x -3
27478,5^x*x^2 + x*y*ln(5) - x*y' + y = 0,add add add mul pow 5 x pow x 2 mul mul -1 x y' mul mul x y log 5 y,5^x*x*(c + x),mul mul x pow 5 x add c x
27479,5^x*x^2*ln(5) + x*y' - y + 1 = 0,add add sub 1 y mul x y' mul mul pow 5 x pow x 2 log 5,c*x - x*(5^x - 1/x),add mul c x mul mul -1 x sub pow 5 x pow x -1
27480,x*ln(-x + y) + x*y' - x - y*ln(-x + y) = 0,add add add mul -1 x mul x y' mul x log add mul -1 x y mul mul -1 y log add mul -1 x y,x + e^(c*x),add x exp mul c x
27481,x*y' + 2*y + y' = 0,add add mul 2 y mul x y' y',c/(4*x + 4)^2,mul c pow add 4 mul 4 x -2
27482,16*x^2*y' - 7 = 0,add -7 mul mul 16 pow x 2 y',c - 7/(16*x),add c div div -7 16 x
27483,2*x*y' - 2*y - 3 = 0,add add -3 mul -2 y mul mul 2 x y',x*(c - 3/(2*x)),mul x add c div div -3 2 x
27484,x*y' - y - 4 = 0,add sub -4 y mul x y',c*x + 7*x/4 - 4,add add -4 mul div 7 4 x mul c x
27485,sin(x) + y' + 5 = 0,add add 5 y' sin x,c - 5*x + cos(x),add add c mul -5 x cos x
27486,8*x^2 - x*y' + y + 16 = 0,add add add 16 mul 8 pow x 2 mul mul -1 x y' y,8*x*(c + x) - x - 16,add sub -16 x mul mul 8 x add c x
27487,16*x^2 - 16*x*y' + 16*y + 49 = 0,add add add 49 mul 16 pow x 2 mul 16 y mul mul -16 x y',c*x + x^2 - 49/16,add add div -49 16 pow x 2 mul c x
27488,x^(4*x)*y' - 80*ln(x) - 80 = 0,add add -80 mul -80 log x mul pow x mul 4 x y',c - 20/x^(4*x),add c mul -20 pow x mul -4 x
27489,6*x + y' - 15 = 0,add add -15 mul 6 x y',c - 3*x*(x - 4) + 3*x,add add c mul 3 x mul mul -3 x add -4 x
27490,2^x*x*ln(2) - 2^x - x*y' + y + 5 = 0,add add add sub 5 pow 2 x mul mul -1 x y' mul mul x pow 2 x log 2 y,2^x + x^2 + x*(c - x) + x - 5,add add add add -5 x pow 2 x pow x 2 mul x sub c x
27491,-10^x*ln(10) + y' = 0,add mul mul -1 pow 10 x log 10 y',10^x + c,add c pow 10 x
27492,-x*sin(x) + x*y' - y - cos(x) - 3 = 0,add add sub sub -3 cos x y mul x y' mul mul -1 x sin x,c*x - cos(x) - 3,add sub -3 cos x mul c x
27493,x^2*y' - 2 = 0,add -2 mul pow x 2 y',c - (x + 4)/(2*x),add c mul div div -1 2 x add 4 x
27494,x*e^(1/64)*y' - y*e^(1/64) + 1 = 0,add add 1 mul mul -1 exp div 1 64 y mul mul x y' exp div 1 64,c*x + e^(-1/64),add mul c x exp div -1 64
27495,x*y' - y + y' = 0,add add mul -1 y mul x y' y',-(-x - 1)*(c*x + x)/(10*x),mul mul div div -1 10 x sub -1 x add x mul c x
27496,6*x^6*e^(1/(6*x^5))*y' - 5 = 0,add -5 mul mul mul 6 pow x 6 y' exp mul div 1 6 pow x -5,c + e^(-1/(6*x^5)),add c exp mul div -1 6 pow x -5
27497,x*y' + y + 2*y' = 0,add add mul 2 y' mul x y' y,c/(-2*x - 4),div c add -4 mul -2 x
27498,3*x*y' - 3*y - 7 = 0,add add -7 mul -3 y mul mul 3 x y',c*x - 7/3,add div -7 3 mul c x
27499,-8*(5 - x)^3 + y' = 0,add mul -8 pow sub 5 x 3 y',c - 2*(5 - x)^4,add c mul -2 pow sub 5 x 4
27500,2*x + y' - 1 = 0,add add -1 mul 2 x y',x*(c/x - x) + x + 4,add add 4 x mul x add mul -1 x div c x
27501,x*y' + 2*x - 2*y = 0,add add mul -2 y mul 2 x mul x y',x*(c*x + x) + 2*x,add mul 2 x mul x add x mul c x
27502,-x*y*ln(3) + x*y' - 3*x*ln(3) - y - 3 = 0,add add add sub -3 y mul x y' mul mul -3 x log 3 mul mul mul -1 x y log 3,3^x*c*x - 3,add -3 mul mul c x pow 3 x
27503,-5*y*cos(5*x) + sin(5*x)*y' = 0,add mul y' sin mul 5 x mul mul -5 cos mul 5 x y,c*sin(5*x),mul c sin mul 5 x
27504,x*y' - y - 12 = 0,add sub -12 y mul x y',c*x + 5*x - 12,add add -12 mul 5 x mul c x
27505,4*x*y' + 4*y - 3 = 0,add add -3 mul 4 y mul mul 4 x y',c/x + 3/4,add div 3 4 div c x
27506,x^4*y' - 1 = 0,add -1 mul pow x 4 y',c - 1/(3*x^3),add c mul div -1 3 pow x -3
27507,x*y' - y - 1 = 0,add sub -1 y mul x y',c*x - x/2 - 1,add add -1 mul div -1 2 x mul c x
27508,x*y' - x*cos(5) - y + y*cos(5) = 0,add add add mul -1 y mul x y' mul cos 5 y mul mul -1 x cos 5,x*(1 - 1/(c*x)^cos(5)),mul x sub 1 pow mul c x mul -1 cos 5
27509,2*x - 5*y' - 3 = 0,add add -3 mul -5 y' mul 2 x,c + x*(x - 3)/5,add c mul mul div 1 5 x add -3 x
27510,x^2*e^(3)*y' - x*sin(4)*y' - y*sin(4) = 0,add add mul mul -1 y sin 4 mul mul pow x 2 y' exp 3 mul mul mul -1 x y' sin 4,c*(e^(3) - sin(4)/x),mul c add mul div -1 x sin 4 exp 3
27511,-2*x + y' + 1 = 0,add add 1 mul -2 x y',c + x*(x + 3/x) - x,add sub c x mul x add x div 3 x
27512,-2*2^(8 - x)*ln(2) + y' = 0,add mul mul -2 pow 2 sub 8 x log 2 y',-2*2^(8 - x) + c,add c mul -2 pow 2 sub 8 x
27513,-7^x*ln(7) + y' + 1 = 0,add add 1 mul mul -1 pow 7 x log 7 y',7^x + c - x,sub add c pow 7 x x
27514,x*y' - y*ln(y) + 3*y*ln(2) = 0,add add mul x y' mul mul -1 y log y mul mul 3 y log 2,2^(c*x + 3),pow 2 add 3 mul c x
27515,75*x^2 + y' = 0,add mul 75 pow x 2 y',c - 25*x^3,add c mul -25 pow x 3
27516,8*x^2 + x*y' - y = 0,add add mul -1 y mul 8 pow x 2 mul x y',8*x*(c - x),mul mul 8 x sub c x
27517,4*x*y' + 4*y - 5 = 0,add add -5 mul 4 y mul mul 4 x y',-5*(c - x)/(4*x),mul div div -5 4 x sub c x
27518,x*y' - y + 4 = 0,add sub 4 y mul x y',c*x + 25*x + 4,add add 4 mul 25 x mul c x
27519,x*y' - y = 0,add mul -1 y mul x y',c*(x + x*e^(2)),mul c add x mul x exp 2
27520,3*y' - 4 = 0,add -4 mul 3 y',c + 4*x/3,add c mul div 4 3 x
27521,sqrt(x)*y' - y*ln(2) + 3*ln(2) = 0,add add mul 3 log 2 mul sqrt x y' mul mul -1 y log 2,4^(c + sqrt(x)) + 3,add 3 pow 4 add c sqrt x
27522,8*x^2 + x*y' - y = 0,add add mul -1 y mul 8 pow x 2 mul x y',-4*x*(c + 2*x) - 7*x,add mul -7 x mul mul -4 x add c mul 2 x
27523,-2*x + y' - cos(1) = 0,add add mul -1 cos 1 mul -2 x y',c + x*(x + cos(1)),add c mul x add x cos 1
27524,y + y' - 4 = 0,add add -4 y' y,4 - 4*e^(c - x),add 4 mul -4 exp sub c x
27525,x^3 + 3*x^2 - 4*x - y - y' - 4 = 0,add add sub sub add -4 pow x 3 y' y mul -4 x mul 3 pow x 2,c*e^(-x) + x*(x^2 - 3) - x,add add mul -1 x mul c exp mul -1 x mul x add -3 pow x 2
27526,x^2*sin(3/x)*y' + 3*y*cos(3/x) = 0,add mul mul 3 cos div 3 x y mul mul pow x 2 y' sin div 3 x,c*sin(3/x),mul c sin div 3 x
27527,x*sin(x) - y*sin(x) - 5*sin(x) - cos(x)*y' + cos(x) = 0,add add add add mul -5 sin x mul x sin x mul mul -1 y' cos x mul mul -1 y sin x cos x,c*cos(x) + x - 5,add add -5 x mul c cos x
27528,-15*x^2 + y' + 5 = 0,add add 5 mul -15 pow x 2 y',c + 5*x^3 - 5*x,add add c mul -5 x mul 5 pow x 3
27529,5*x*y' + 5*y + 29 = 0,add add 29 mul 5 y mul mul 5 x y',c/x - 29/5,add div -29 5 div c x
27530,x*y' - y*ln(x^(-2)) - y*ln(y) - 2*y + y*ln(2) = 0,add add add add mul -2 y mul x y' mul y log 2 mul mul -1 y log pow x -2 mul mul -1 y log y,2*x^2*e^(c*x),mul mul 2 pow x 2 exp mul c x
27531,x*y' - y = 0,add mul -1 y mul x y',c*x + 16*x/5,add mul div 16 5 x mul c x
27532,-2*x + y' - 4 = 0,add add -4 mul -2 x y',c + x^2 + 4*x,add add c pow x 2 mul 4 x
27533,4*x^3 - 10*x^2 - x*y' + y - 2 = 0,add add add add -2 mul -10 pow x 2 mul 4 pow x 3 mul mul -1 x y' y,2*x*(c - x*(5 - x)) + 2,add 2 mul mul 2 x add c mul mul -1 x sub 5 x
27534,x*y' + 6*x - 4*y = 0,add add mul -4 y mul 6 x mul x y',-2*x*(c*x^3 - 1),mul mul -2 x add -1 mul c pow x 3
27535,6*x^2 + 5*x*y' - 5*y - 100 = 0,add add add -100 mul -5 y mul 6 pow x 2 mul mul 5 x y',c*x - 6*x^2/5 + x - 20,add add add -20 x mul div -6 5 pow x 2 mul c x
27536,x*y' + x - 2*y - 16 = 0,add add add -16 x mul -2 y mul x y',c*x^2 + x - 8,add add -8 x mul c pow x 2
27537,2*25^(2*x)*y*ln(5) + 25^(2*x)*y' + y' = 0,add add mul pow 25 mul 2 x y' mul mul mul 2 pow 25 mul 2 x y log 5 y',c/sqrt(25^(2*x) + 1),mul c pow add 1 pow 25 mul 2 x div -1 2
27538,x*y' + 2*x - 3*y - 12 = 0,add add add -12 mul -3 y mul 2 x mul x y',c*x^3 + x - 4,add add -4 x mul c pow x 3
27539,x*y' + y^2*ln(-1 - 1/y) + y^2*ln(3) + y*ln(-1 - 1/y) + y*ln(3) = 0,add add add add mul x y' mul pow y 2 log 3 mul pow y 2 log sub -1 pow y -1 mul y log 3 mul y log sub -1 pow y -1,3/(-e^(c*x) - 3),div 3 sub -3 exp mul c x
27540,x*y' - 3 = 0,add -3 mul x y',c + ln(-5*x^3),add c log mul -5 pow x 3
27541,x*y' - y = 0,add mul -1 y mul x y',-2*x^2/(c*x + x),div mul -2 pow x 2 add x mul c x
27542,y' + 2*sin(3) + 1 = 0,add add 1 mul 2 sin 3 y',c - x - 2*x*sin(3),add sub c x mul mul -2 x sin 3
27543,10*x^2*cos(x^2 - 4) - x*y' + y - 5*sin(x^2 - 4) = 0,add add add mul -5 sin add -4 pow x 2 mul mul -1 x y' mul mul 10 pow x 2 cos add -4 pow x 2 y,c*x + 5*sin(x^2 - 4),add mul 5 sin add -4 pow x 2 mul c x
27544,2*x^2*y' - 1 = 0,add -1 mul mul 2 pow x 2 y',c + (x - 4)/(8*x),add c mul div div 1 8 x add -4 x
27545,x*y' + 3*y - 48 = 0,add add -48 mul 3 y mul x y',c/x^3 + 16,add 16 mul c pow x -3
27546,18*x^2 + x*y' - y = 0,add add mul -1 y mul 18 pow x 2 mul x y',6*x*(c - 3*x) + 2*x,add mul 2 x mul mul 6 x add c mul -3 x
27547,x*y' + 8*y - 3*y' = 0,add add mul -3 y' mul 8 y mul x y',c/(x - 3)^8,mul c pow add -3 x -8
27548,-18*x + y' + 24 = 0,add add 24 mul -18 x y',c + (4 - 3*x)^2,add c pow add 4 mul -3 x 2
27549,-5*y^2 + y' = 0,add mul -5 pow y 2 y',-3/(c + 15*x),div -3 add c mul 15 x
27550,x*y' - y = 0,add mul -1 y mul x y',c*x - 26*x,add mul -26 x mul c x
27551,-4*x + y' - 8 = 0,add add -8 mul -4 x y',c + 2*x*(x + 4),add c mul mul 2 x add 4 x
27552,4*x^3 - 3*x*y' + 3*y = 0,add add mul 3 y mul 4 pow x 3 mul mul -3 x y',2*x^2*(c/x + x)/3,mul mul div 2 3 pow x 2 add x div c x
27553,x^2 - x*y' + y = 0,add add pow x 2 mul mul -1 x y' y,-x*(c - 2*x) + x*(-x - 5),add mul x sub -5 x mul mul -1 x add c mul -2 x
27554,x*y' - y + 2 = 0,add sub 2 y mul x y',c*x - 2*x + 2,add add 2 mul -2 x mul c x
27555,2*x^3 + 9*x^2 + x*y' - y - 25 = 0,add add add sub -25 y mul 2 pow x 3 mul 9 pow x 2 mul x y',c*x - (x + 3)^3 + 2,add sub 2 pow add 3 x 3 mul c x
27556,-75*x^2 + y' = 0,add mul -75 pow x 2 y',c + 25*x^3,add c mul 25 pow x 3
27557,3*x^4 - x*e^(y)*y' + e^(y) + 4 = 0,add add add 4 mul 3 pow x 4 mul mul mul -1 x y' exp y exp y,ln(x*(c + x^3) + x - 4),log add add -4 x mul x add c pow x 3
27558,x*y' + 2*y*ln(ln(1/y) + 2*ln(2) + 3)*ln(1/y) + 4*y*ln(2)*ln(ln(1/y) + 2*ln(2) + 3) + 6*y*ln(ln(1/y) + 2*ln(2) + 3) - 2*y*ln(3)*ln(1/y) - 6*y*ln(3) - 4*y*ln(2)*ln(3) = 0,add add add add add add mul x y' mul mul -6 y log 3 mul mul 6 y log add add 3 mul 2 log 2 log pow y -1 mul mul mul -4 y log 2 log 3 mul mul mul -2 y log 3 log pow y -1 mul mul mul 2 y log pow y -1 log add add 3 mul 2 log 2 log pow y -1 mul mul mul 4 y log 2 log add add 3 mul 2 log 2 log pow y -1,4*e^(3 - 3*3^(c*x^2)),mul 4 exp add 3 mul -3 pow 3 mul c pow x 2
27559,cos(8)*y' + 2 = 0,add 2 mul y' cos 8,(c - 2*x)/cos(8),mul pow cos 8 -1 add c mul -2 x
27560,25*x^4 + 5*y' + 4 = 0,add add 4 mul 5 y' mul 25 pow x 4,c - x^5 - 4*x/5,add sub c pow x 5 mul div -4 5 x
27561,-10*x + y' - 26 = 0,add add -26 mul -10 x y',c - 5*x*(-x - 5) + x,add add c x mul mul -5 x sub -5 x
27562,-y^2 + 20*y' = 0,add mul -1 pow y 2 mul 20 y',5/(c - x/4),div 5 add c mul div -1 4 x
27563,2*cos(x) + y' + 2 = 0,add add 2 mul 2 cos x y',c - 2*x - 2*sin(x),add add c mul -2 x mul -2 sin x
27564,x*y' - y - 10 = 0,add sub -10 y mul x y',c*x - 5*x/2 - 10,add add -10 mul div -5 2 x mul c x
27565,2*x*(2 - 5*cos(3))^(x^2)*ln(2 - 5*cos(3)) + y' = 0,add mul mul mul 2 x pow add 2 mul -5 cos 3 pow x 2 log add 2 mul -5 cos 3 y',c - (2 - 5*cos(3))^(x^2),sub c pow add 2 mul -5 cos 3 pow x 2
27566,-y*ln(5) + y' - 4*ln(5) = 0,add add mul -4 log 5 mul mul -1 y log 5 y',5^x*c - 4,add -4 mul c pow 5 x
27567,4*x + cos(4)*y' - 5 = 0,add add -5 mul 4 x mul y' cos 4,x*(c/x - 2*x + 5)/cos(4),mul div x cos 4 add add 5 mul -2 x div c x
27568,4*x*cos(2*x) - 2*y*cos(2*x) + sin(2*x)*y' - 2*sin(2*x) + 8*cos(2*x) = 0,add add add add mul -2 sin mul 2 x mul 8 cos mul 2 x mul y' sin mul 2 x mul mul -2 cos mul 2 x y mul mul 4 x cos mul 2 x,c*sin(2*x) + 2*x + 4,add add 4 mul 2 x mul c sin mul 2 x
27569,2*x*y' - 2*y - 1 = 0,add add -1 mul -2 y mul mul 2 x y',c*x + x/6 - 1/2,add add div -1 2 mul div 1 6 x mul c x
27570,-(-4*x)^x*(ln(-4*x) + 1) + y' - 4 = 0,add add -4 mul mul -1 pow mul -4 x x add 1 log mul -4 x y',c + 4*x + (-4*x)^x,add add c pow mul -4 x x mul 4 x
27571,10*(x - 1)^4 + y' + 2 = 0,add add 2 mul 10 pow add -1 x 4 y',c - 2*x - 2*(x - 1)^5,add add c mul -2 x mul -2 pow add -1 x 5
27572,9*x^3*ln(2) - 3*x^2*y*ln(2) + y' - 3 = 0,add add add -3 mul mul 9 pow x 3 log 2 mul mul mul -3 pow x 2 y log 2 y',2^(x^3)*c + 3*x,add mul 3 x mul c pow 2 pow x 3
27573,x*ln(-x + y) + x*y' - x - y*ln(-x + y) = 0,add add add mul -1 x mul x y' mul x log add mul -1 x y mul mul -1 y log add mul -1 x y,10^(c*x) + x,add x pow 10 mul c x
27574,x*y' - y = 0,add mul -1 y mul x y',c*x - 40*x/3,add mul div -40 3 x mul c x
27575,-x*y*cos(x - 100) + x*sin(x - 100)*y' - y*sin(x - 100) = 0,add add mul mul -1 y sin add -100 x mul mul x y' sin add -100 x mul mul mul -1 x cos add -100 x y,c*x*sin(x - 100),mul mul c x sin add -100 x
27576,6*x^2 + x*y' - y = 0,add add mul -1 y mul 6 pow x 2 mul x y',c*x - 6*x^2 - 5*x,add add mul -6 pow x 2 mul -5 x mul c x
27577,2*x^2*y' + 3 = 0,add 3 mul mul 2 pow x 2 y',c + 3/(2*x),add c div div 3 2 x
27578,y*sin(x - 3) + cos(x - 3)^2 + cos(x - 3)*y' = 0,add add pow cos add -3 x 2 mul y' cos add -3 x mul y sin add -3 x,(c - x)*cos(x - 3),mul sub c x cos add -3 x
27579,x*y' + x - 2*y - 8 = 0,add add add -8 x mul -2 y mul x y',x*(c*x - x) + x - 4,add add -4 x mul x add mul -1 x mul c x
27580,-2*x + y' + 9 = 0,add add 9 mul -2 x y',c - x*(4 - x) - 5*x,add add c mul -5 x mul mul -1 x sub 4 x
27581,x^2*e^(3*y/x) - 3*x*y' + 3*y = 0,add add mul 3 y mul pow x 2 exp mul div 3 x y mul mul -3 x y',-x*ln(c - x)/3,mul mul div -1 3 x log sub c x
27582,x*y' + y = 0,add mul x y' y,c/(x + sqrt(6)*x),div c add x mul x sqrt 6
27583,20*x*y*ln(2) + y' = 0,add mul mul mul 20 x y log 2 y',4^(c - 5*x^2),pow 4 add c mul -5 pow x 2
27584,4*x^5 - x*y' + y - 9 = 0,add add add -9 mul 4 pow x 5 mul mul -1 x y' y,c*x + x^5 - x + 9,add sub add 9 pow x 5 x mul c x
27585,2*sqrt(x + 5)*y' - 1 = 0,add -1 mul mul 2 sqrt add 5 x y',c + sqrt(x + 5),add c sqrt add 5 x
